COUNCIL DISTRICT,CONSOLIDATION,POLLING PLACE,POLLING PLACE ADDRESS,BALLOT GROUP,POLL TYPE,PRECINCT,HANDICAP ACCESS
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0001A,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0001B,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0001C,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002A,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002B,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002C,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002D,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002F,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002G,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,045-0002H,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,785-0202A,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,785-0202C,Y
0,045-0001A,ATHENS PARK,"     12603 S BROADWAY, LOS ANGELES, CA 90061",3,RECRE,785-0202D,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0007A,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0007B,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0007C,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0007E,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0007F,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0008A,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0008B,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0008C,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0008D,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0008E,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,045-0014D,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0001B,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0006A,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0006B,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0006C,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0006D,Y
0,045-0007A,B BANNEKER SPECIAL ED CENTER,"     14024 S SAN PEDRO ST, LOS ANGELES, CA 90061",3,LAUSD,769-0006E,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0003D,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0003E,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0003F,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0003G,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0005A,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0005L,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0005N,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0005P,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0006A,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0006B,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0006C,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0006D,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0007C,Y
0,070-0006C,IGLESIA DE DIOS,"      6830 WILCOX AVE, BELL, CA 90201",2,CHUR1,070-0007D,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0002A,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0002D,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0002E,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0002F,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0002G,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012A,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012B,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012C,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012D,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012E,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0012F,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0013A,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0013B,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0013F,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0017B,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0017C,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0017F,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0018B,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0018C,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0018E,Y
0,070-0017B,BELL HIGH SCHOOL,"      4328 BELL AVE, BELL, CA 90201",2,LAUSD,070-0018F,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0008A,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0008B,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0008C,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0008D,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0009C,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0009D,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0009F,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0010B,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0010C,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0010D,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011A,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011B,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011D,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011E,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011F,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0011G,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0019A,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0019D,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0019E,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0019F,Y
0,070-0019D,BELL MOBILE HOME PARK,"      4874 GAGE AVE, BELL, CA 90201",2,BUS.,070-0019G,Y
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,080-0017B,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,080-0017F,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,080-0017L,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,185-0044A,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,655-0019D,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,655-0019E,N
0,080-0017B,VOTE BY MAIL PRECINCT,"555 RAMIREZ 300, LOS ANGELES, CA 90012",2,VBM,655-0019G,N
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0013A,Y
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0051A,Y
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0051B,Y
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0051C,Y
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0051D,Y
0,085-0051A,BELVEDERE COUNTY PARK,"      4914 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90022",2,CITYO,085-0051E,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0001B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0001D,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0016A,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0016B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0016C,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0017C,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0018A,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0018B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0054A,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0054B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0054D,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0054E,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0054K,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0055A,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0055E,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061A,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061E,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061F,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061G,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061H,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,085-0061J,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,450-0011B,Y
0,085-0061A,KENNEDY ELEMENTARY SCHOOL,"      4010 RAMBOZ DR, LOS ANGELES, CA 90063",2,LAUSD,450-0011D,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001A,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001B,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001C,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001D,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001E,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001F,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0001G,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0004A,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0004B,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0004C,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0004D,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0006B,Y
0,103-0001A,AMBLER AVE ELEMENTARY SCHOOL,"       319 SHERMAN DR, CARSON, CA 90746",3,LAUSD,103-0081A,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0002A,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0002B,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0002C,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0006A,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0006C,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0006D,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0006E,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0006F,Y
0,103-0008A,TOWNE AVE ELEMENTARY SCHOOL,"     18924 TOWNE AVE, CARSON, CA 90746",3,LAUSD,103-0008A,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0009A,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0009B,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0009C,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0009D,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0011A,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0011B,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0011C,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0011D,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0053A,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0053B,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0053C,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0053D,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0102C,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0102D,Y
0,103-0009D,LEAPWOOD AVE ELEMENTARY SCH,"     19302 LEAPWOOD AVE, CARSON, CA 90746",3,LAUSD,103-0102E,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0010A,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0010B,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0010C,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0010D,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0060A,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0060B,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0060C,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0060D,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0060E,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0067B,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0067C,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0067D,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0067E,Y
0,103-0010B,DEL AMO PARK,"       703 E DEL AMO BLVD, CARSON, CA 90746",3,CITYO,103-0067F,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0013A,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0013C,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0013D,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0035A,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0035C,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0035D,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0049A,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0049B,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0049C,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0049D,Y
0,103-0013C,VETERANS PARK,"     22400 MONETA AVE, CARSON, CA 90745",3,CITYO,103-0049E,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0016C,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0025A,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0025B,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0025C,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0025D,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0025E,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026A,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026B,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026C,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026D,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026E,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0026F,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0027B,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0027C,Y
0,103-0016C,JUDSON BAPTIST CHURCH ,"       451 E 223RD ST, CARSON, CA 90745",3,CHURC,103-0028B,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024A,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024C,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024D,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024E,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024F,Y
0,103-0028C,CARNEGIE MIDDLE SCHOOL,"     21820 BONITA ST, CARSON, CA 90745",3,LAUSD,103-0024G,Y
